OBJECTID,INCNUM,INCIDENT_TYPE,SERVICE_TYPE,SOURCE,OCCURRED_DT,OCCURRED_YEAR,OCCURRED_MONTH,OCCURRED_DAY,OCCURRED_TM,OCCURRED_HOUR,UDTEXT24A,UDTEXT24B,UDTEXT24C,UDTEXT24D,ALG_CLASS,ALLEGATION,FINDING,ADDR_TXT,CITY,CITNUM,CIT_RACE,CIT_SEX,CIT_AGE,OFF_NUM,OFF_RACE,OFF_SEX,OFF_AGE,OFF_YR_EMPLOY,LINKNUM,OCCURRED_DATE_AND_TIME
2754,28327,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2018-05-17,2018,5,17,12:00:00:000,12,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE SHIFT,UNREPORTED,NEGLECT OF DUTY,"FAILURE TO MAKE AND TURN IN ALL REPORTS PROMPTLY, ACCURATELY, AND COMPLETELY IN CONFORMITY WITH DEPARTMENT ORDERS.",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,16799,BI-RACIAL,FEMALE,30,2722,WHITE,MALE,40,10,18-027,2018-05-17T16:00:00Z
2755,28328,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (INFORMAL),2018-05-21,2018,5,21,22:29:00:000,22,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DISCOURTEOUS, OR INSULTING LANGUAGE",UNFOUNDED,INCIDENT LOCATION,INDIANAPOLIS,16800,UNREPORTED,MALE,99999,3641,HISPANIC,MALE,23,99999,18-683,2018-05-22T02:29:00Z
2756,28328,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (INFORMAL),2018-05-21,2018,5,21,22:29:00:000,22,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,UNREPORTED,UNREPORTED,UNREPORTED,UNFOUNDED,INCIDENT LOCATION,INDIANAPOLIS,16800,UNREPORTED,MALE,99999,3641,HISPANIC,MALE,23,99999,18-683,2018-05-22T02:29:00Z
2757,28336,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2018-05-14,2018,5,14,19:23:00:000,19,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,16803,WHITE,MALE,45,3522,BLACK,MALE,31,2,18-028,2018-05-14T23:23:00Z
2758,28336,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2018-05-14,2018,5,14,19:23:00:000,19,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,UNREPORTED,SUBSTANDARD PERFORMANCE,FAILURE TO PERFORM DUTIES WHICH MAINTAIN SATISFACTORY STANDARDS OF EFFICIENCY/OBJECTIVES OF DEPARTMENT.,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,16803,WHITE,MALE,45,3522,BLACK,MALE,31,2,18-028,2018-05-14T23:23:00Z
2759,28342,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2018-04-23,2018,4,23,16:55:00:000,16,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,UNREPORTED,UNREPORTED,UNREPORTED,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,16782,BLACK,FEMALE,26,3449,WHITE,MALE,26,2,18-021,2018-04-23T20:55:00Z
2760,28342,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2018-04-23,2018,4,23,16:55:00:000,16,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,16782,BLACK,FEMALE,26,3449,WHITE,MALE,26,2,18-021,2018-04-23T20:55:00Z
2761,28342,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2018-04-23,2018,4,23,16:55:00:000,16,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,UNREPORTED,SEARCH/SEIZURE,UNREPORTED,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,16782,BLACK,FEMALE,26,3234,WHITE,MALE,37,3,18-021,2018-04-23T20:55:00Z
2762,28342,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2018-04-23,2018,4,23,16:55:00:000,16,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,16782,BLACK,FEMALE,26,3234,WHITE,MALE,37,3,18-021,2018-04-23T20:55:00Z
2763,28439,CITIZEN COMPLAINT,ASSISTING OTHER AGENCY,CPCO (FORMAL),2018-05-15,2018,5,15,23:56:00:000,23,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE SHIFT,UNREPORTED,USE OF FORCE,MEMBERS SHALL NOT USE MORE FORCE THAN REASONABLY NECESSARY,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,9593,BLACK,MALE,58,3290,BLACK,MALE,37,3,18-029,2018-05-16T03:56:00Z
2764,28439,CITIZEN COMPLAINT,ASSISTING OTHER AGENCY,CPCO (FORMAL),2018-05-15,2018,5,15,23:56:00:000,23,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE SHIFT,UNREPORTED,CITIZEN INTERACTION,FAILURE TO PROVIDE NAME OR BADGE NUMBER,UNFOUNDED,INCIDENT LOCATION,INDIANAPOLIS,9593,BLACK,MALE,58,3290,BLACK,MALE,37,3,18-029,2018-05-16T03:56:00Z
2765,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,"FAILURE TO CONFORM TO THE DEPARTMENT'S RULES, REGULATIONS, ORDERS, POLICIES, AND SOPS WHILE OFF DUTY",NOT SUSTAINED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-050,2017-10-09T21:00:00Z
2766,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,"FAILURE TO CONFORM TO THE DEPARTMENT'S RULES, REGULATIONS, ORDERS, POLICIES, AND SOPS WHILE OFF DUTY",NOT SUSTAINED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-050,2017-10-09T21:00:00Z
2767,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,"FAILURE TO CONFORM TO THE DEPARTMENT'S RULES, REGULATIONS, ORDERS, POLICIES, AND SOPS WHILE OFF DUTY",UNREPORTED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-050,2017-10-09T21:00:00Z
2768,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,"FAILURE TO OBEY ALL ORDERS, RULES, REGULATIONS, POLICIES, AND SOPS",NOT SUSTAINED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-050,2017-10-09T21:00:00Z
2769,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,"FAILURE TO OBEY ALL ORDERS, RULES, REGULATIONS, POLICIES, AND SOPS",NOT SUSTAINED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-050,2017-10-09T21:00:00Z
2770,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,"FAILURE TO OBEY ALL ORDERS, RULES, REGULATIONS, POLICIES, AND SOPS",NOT SUSTAINED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-050,2017-10-09T21:00:00Z
2771,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,"FAILURE TO OBEY ALL ORDERS, RULES, REGULATIONS, POLICIES, AND SOPS",NOT SUSTAINED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-050,2017-10-09T21:00:00Z
2772,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,"FAILURE TO OBEY ALL ORDERS, RULES, REGULATIONS, POLICIES, AND SOPS",NOT SUSTAINED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-050,2017-10-09T21:00:00Z
2773,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,"FAILURE TO CONFORM TO THE DEPARTMENT'S RULES, REGULATIONS, ORDERS, POLICIES, AND SOPS WHILE OFF DUTY",NOT SUSTAINED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-050,2017-10-09T21:00:00Z
2774,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,"FAILURE TO CONFORM TO THE DEPARTMENT'S RULES, REGULATIONS, ORDERS, POLICIES, AND SOPS WHILE OFF DUTY",NOT SUSTAINED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-050,2017-10-09T21:00:00Z
2775,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,"FAILURE TO CONFORM TO THE DEPARTMENT'S RULES, REGULATIONS, ORDERS, POLICIES, AND SOPS WHILE OFF DUTY",NOT SUSTAINED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-050,2017-10-09T21:00:00Z
2776,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,FAILURE TO FOLLOW POLICY,EXONERATED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-050,2017-10-09T21:00:00Z
2777,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,"FAILURE TO CONFORM TO THE DEPARTMENT'S RULES, REGULATIONS, ORDERS, POLICIES, AND SOPS WHILE OFF DUTY",EXONERATED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-050,2017-10-09T21:00:00Z
2778,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,"FAILURE TO OBEY ALL ORDERS, RULES, REGULATIONS, POLICIES, AND SOPS",EXONERATED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-050,2017-10-09T21:00:00Z
2779,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,NEGLECT OF DUTY,FAILURE TO DEVOTE FULL ATTENTION TO DUTIES,EXONERATED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-050,2017-10-09T21:00:00Z
2780,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,NEGLECT OF DUTY,MEMBERS SHALL NOT LEAVE ASSIGNED DUTY UNLESS RELIEVED OR WITH PERSMISSION OF SUPERVISOR OR COMMUNICATIONS.,EXONERATED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-050,2017-10-09T21:00:00Z
2781,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,"FAILURE TO OBEY ALL ORDERS, RULES, REGULATIONS, POLICIES, AND SOPS",EXONERATED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-050,2017-10-09T21:00:00Z
2782,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,FAILURE TO FOLLOW POLICY,NOT SUSTAINED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-050,2017-10-09T21:00:00Z
2783,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,"FAILURE TO CONFORM TO THE DEPARTMENT'S RULES, REGULATIONS, ORDERS, POLICIES, AND SOPS WHILE OFF DUTY",NOT SUSTAINED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-718,2017-10-09T21:00:00Z
2784,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,"FAILURE TO CONFORM TO THE DEPARTMENT'S RULES, REGULATIONS, ORDERS, POLICIES, AND SOPS WHILE OFF DUTY",NOT SUSTAINED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-718,2017-10-09T21:00:00Z
2785,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,"FAILURE TO CONFORM TO THE DEPARTMENT'S RULES, REGULATIONS, ORDERS, POLICIES, AND SOPS WHILE OFF DUTY",UNREPORTED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-718,2017-10-09T21:00:00Z
2786,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,"FAILURE TO OBEY ALL ORDERS, RULES, REGULATIONS, POLICIES, AND SOPS",NOT SUSTAINED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-718,2017-10-09T21:00:00Z
2787,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,"FAILURE TO OBEY ALL ORDERS, RULES, REGULATIONS, POLICIES, AND SOPS",NOT SUSTAINED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-718,2017-10-09T21:00:00Z
2788,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,"FAILURE TO OBEY ALL ORDERS, RULES, REGULATIONS, POLICIES, AND SOPS",NOT SUSTAINED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-718,2017-10-09T21:00:00Z
2789,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,"FAILURE TO OBEY ALL ORDERS, RULES, REGULATIONS, POLICIES, AND SOPS",NOT SUSTAINED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-718,2017-10-09T21:00:00Z
2790,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,"FAILURE TO OBEY ALL ORDERS, RULES, REGULATIONS, POLICIES, AND SOPS",NOT SUSTAINED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-718,2017-10-09T21:00:00Z
2791,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,"FAILURE TO CONFORM TO THE DEPARTMENT'S RULES, REGULATIONS, ORDERS, POLICIES, AND SOPS WHILE OFF DUTY",NOT SUSTAINED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-718,2017-10-09T21:00:00Z
2792,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,"FAILURE TO CONFORM TO THE DEPARTMENT'S RULES, REGULATIONS, ORDERS, POLICIES, AND SOPS WHILE OFF DUTY",NOT SUSTAINED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-718,2017-10-09T21:00:00Z
2793,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,"FAILURE TO CONFORM TO THE DEPARTMENT'S RULES, REGULATIONS, ORDERS, POLICIES, AND SOPS WHILE OFF DUTY",NOT SUSTAINED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-718,2017-10-09T21:00:00Z
2794,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,FAILURE TO FOLLOW POLICY,EXONERATED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-718,2017-10-09T21:00:00Z
2795,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,"FAILURE TO CONFORM TO THE DEPARTMENT'S RULES, REGULATIONS, ORDERS, POLICIES, AND SOPS WHILE OFF DUTY",EXONERATED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-718,2017-10-09T21:00:00Z
2796,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,"FAILURE TO OBEY ALL ORDERS, RULES, REGULATIONS, POLICIES, AND SOPS",EXONERATED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-718,2017-10-09T21:00:00Z
2797,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,NEGLECT OF DUTY,FAILURE TO DEVOTE FULL ATTENTION TO DUTIES,EXONERATED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-718,2017-10-09T21:00:00Z
2798,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,NEGLECT OF DUTY,MEMBERS SHALL NOT LEAVE ASSIGNED DUTY UNLESS RELIEVED OR WITH PERSMISSION OF SUPERVISOR OR COMMUNICATIONS.,EXONERATED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-718,2017-10-09T21:00:00Z
2799,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,"FAILURE TO OBEY ALL ORDERS, RULES, REGULATIONS, POLICIES, AND SOPS",EXONERATED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-718,2017-10-09T21:00:00Z
2800,24075,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-10-09,2017,10,9,17:00:00:000,17,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,VIOLATION OF ANY RULE,FAILURE TO FOLLOW POLICY,NOT SUSTAINED,INCIDENT LOCATION,GREENWOOD,14284,WHITE,FEMALE,47,515,WHITE,MALE,51,19,17-718,2017-10-09T21:00:00Z
2801,28462,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2018-05-24,2018,5,24,20:18:00:000,20,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,UNREPORTED,SUBSTANDARD PERFORMANCE,MEMBERS SHALL CONFORM TO ESTABLISHED WORK STANDARDS TO THEIR RANK/POSITION.,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,13485,OTHER,FEMALE,43,772,WHITE,FEMALE,46,21,18-686,2018-05-25T00:18:00Z
2802,28498,CITIZEN COMPLAINT,INVESTIGATION,CPCO (INFORMAL),2018-05-15,2018,5,15,17:30:00:000,17,OPERATIONS DIVISION,NORTHWEST DISTRICT,UNREPORTED,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING GESTURES",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,16899,UNREPORTED,FEMALE,99999,2684,WHITE,MALE,63,18,18-684,2018-05-15T21:30:00Z
2803,28500,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (INFORMAL),2018-05-23,2018,5,23,17:00:00:000,17,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,UNREPORTED,UNREPORTED,UNREPORTED,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,16900,BLACK,FEMALE,27,3408,WHITE,MALE,25,2,18-618,2018-05-23T21:00:00Z
2804,28500,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (INFORMAL),2018-05-23,2018,5,23,17:00:00:000,17,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DISCOURTEOUS, OR INSULTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,16900,BLACK,FEMALE,27,3408,WHITE,MALE,25,2,18-618,2018-05-23T21:00:00Z
2805,28510,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2018-05-08,2018,5,8,01:02:03:004,1,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,CITIZEN INTERACTION,INTIMIDATION/IMPROPER DISPLAY OF POLICE AUTHORITY,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,16901,WHITE,FEMALE,30,2959,WHITE,MALE,42,8,18-687,2018-05-08T05:02:03Z
